id_pedido,fecha_hora,dia_semana,hora,metodo_pago,tiempo_preparacion_min,calificacion_estrellas,id_item,nombre_platillo,categoria,cantidad_vendida,precio_venta_unitario,costo_produccion_unitario,subtotal_venta,subtotal_costo,subtotal_margen_ganancia,insumo_principal,alerta_inventario
174,2026-05-08 21:12:00,Viernes,21,Tarjeta,27,5,6,Agua de Horchata 1L,Bebidas,1,40.0,10.0,40.0,10.0,30.0,Limon,Critico
175,2026-05-08 21:34:00,Viernes,21,Efectivo,18,4,1,Taco de Cochinita,Platillos,1,35.0,12.5,35.0,12.5,22.5,Carne de Cerdo (Cochinita),Critico
175,2026-05-08 21:34:00,Viernes,21,Efectivo,18,4,8,Flan Napolitano,Postres,1,45.0,12.0,45.0,12.0,33.0,Flan Base Repostera,Optimo
176,2026-05-09 13:19:00,Sabado,13,Transferencia,18,4,7,Volcan de Queso y Asada,Complementos,1,50.0,18.0,50.0,18.0,32.0,Queso Asadero,Optimo
176,2026-05-09 13:19:00,Sabado,13,Transferencia,18,4,8,Flan Napolitano,Postres,1,45.0,12.0,45.0,12.0,33.0,Flan Base Repostera,Optimo
176,2026-05-09 13:19:00,Sabado,13,Transferencia,18,4,5,Coca Cola 600ml,Bebidas,2,30.0,12.0,60.0,24.0,36.0,Coca Cola 600ml,Optimo
177,2026-05-09 14:23:00,Sabado,14,Efectivo,29,4,6,Agua de Horchata 1L,Bebidas,1,40.0,10.0,40.0,10.0,30.0,Limon,Critico
177,2026-05-09 14:23:00,Sabado,14,Efectivo,29,4,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
177,2026-05-09 14:23:00,Sabado,14,Efectivo,29,4,5,Coca Cola 600ml,Bebidas,1,30.0,12.0,30.0,12.0,18.0,Coca Cola 600ml,Optimo
178,2026-05-09 15:03:00,Sabado,15,Tarjeta,23,5,6,Agua de Horchata 1L,Bebidas,2,40.0,10.0,80.0,20.0,60.0,Limon,Critico
178,2026-05-09 15:03:00,Sabado,15,Tarjeta,23,5,5,Coca Cola 600ml,Bebidas,2,30.0,12.0,60.0,24.0,36.0,Coca Cola 600ml,Optimo
178,2026-05-09 15:03:00,Sabado,15,Tarjeta,23,5,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
179,2026-05-09 15:17:00,Sabado,15,Tarjeta,27,4,9,Orden de Guacamole,Complementos,2,55.0,15.0,110.0,30.0,80.0,Aguacate,Critico
179,2026-05-09 15:17:00,Sabado,15,Tarjeta,27,4,1,Taco de Cochinita,Platillos,1,35.0,12.5,35.0,12.5,22.5,Carne de Cerdo (Cochinita),Critico
179,2026-05-09 15:17:00,Sabado,15,Tarjeta,27,4,7,Volcan de Queso y Asada,Complementos,1,50.0,18.0,50.0,18.0,32.0,Queso Asadero,Optimo
179,2026-05-09 15:17:00,Sabado,15,Tarjeta,27,4,5,Coca Cola 600ml,Bebidas,1,30.0,12.0,30.0,12.0,18.0,Coca Cola 600ml,Optimo
180,2026-05-09 17:34:00,Sabado,17,Tarjeta,16,5,10,Cerveza Nacional,Bebidas,2,45.0,20.0,90.0,40.0,50.0,Cerveza Nacional,Critico
180,2026-05-09 17:34:00,Sabado,17,Tarjeta,16,5,3,Torta de Cochinita,Platillos,3,60.0,25.0,180.0,75.0,105.0,Carne de Cerdo (Cochinita),Critico
181,2026-05-09 19:53:00,Sabado,19,Tarjeta,17,4,7,Volcan de Queso y Asada,Complementos,1,50.0,18.0,50.0,18.0,32.0,Queso Asadero,Optimo
181,2026-05-09 19:53:00,Sabado,19,Tarjeta,17,4,8,Flan Napolitano,Postres,1,45.0,12.0,45.0,12.0,33.0,Flan Base Repostera,Optimo
182,2026-05-09 21:14:00,Sabado,21,Transferencia,29,4,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
182,2026-05-09 21:14:00,Sabado,21,Transferencia,29,4,8,Flan Napolitano,Postres,3,45.0,12.0,135.0,36.0,99.0,Flan Base Repostera,Optimo
183,2026-05-10 13:25:00,Domingo,13,Efectivo,19,5,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
183,2026-05-10 13:25:00,Domingo,13,Efectivo,19,5,1,Taco de Cochinita,Platillos,1,35.0,12.5,35.0,12.5,22.5,Carne de Cerdo (Cochinita),Critico
183,2026-05-10 13:25:00,Domingo,13,Efectivo,19,5,9,Orden de Guacamole,Complementos,1,55.0,15.0,55.0,15.0,40.0,Aguacate,Critico
184,2026-05-10 13:50:00,Domingo,13,Transferencia,22,4,10,Cerveza Nacional,Bebidas,1,45.0,20.0,45.0,20.0,25.0,Cerveza Nacional,Critico
184,2026-05-10 13:50:00,Domingo,13,Transferencia,22,4,9,Orden de Guacamole,Complementos,1,55.0,15.0,55.0,15.0,40.0,Aguacate,Critico
184,2026-05-10 13:50:00,Domingo,13,Transferencia,22,4,5,Coca Cola 600ml,Bebidas,3,30.0,12.0,90.0,36.0,54.0,Coca Cola 600ml,Optimo
184,2026-05-10 13:50:00,Domingo,13,Transferencia,22,4,7,Volcan de Queso y Asada,Complementos,1,50.0,18.0,50.0,18.0,32.0,Queso Asadero,Optimo
185,2026-05-10 14:13:00,Domingo,14,Tarjeta,32,4,8,Flan Napolitano,Postres,1,45.0,12.0,45.0,12.0,33.0,Flan Base Repostera,Optimo
185,2026-05-10 14:13:00,Domingo,14,Tarjeta,32,4,10,Cerveza Nacional,Bebidas,2,45.0,20.0,90.0,40.0,50.0,Cerveza Nacional,Critico
185,2026-05-10 14:13:00,Domingo,14,Tarjeta,32,4,5,Coca Cola 600ml,Bebidas,1,30.0,12.0,30.0,12.0,18.0,Coca Cola 600ml,Optimo
186,2026-05-10 14:49:00,Domingo,14,Tarjeta,27,4,9,Orden de Guacamole,Complementos,3,55.0,15.0,165.0,45.0,120.0,Aguacate,Critico
186,2026-05-10 14:49:00,Domingo,14,Tarjeta,27,4,1,Taco de Cochinita,Platillos,1,35.0,12.5,35.0,12.5,22.5,Carne de Cerdo (Cochinita),Critico
186,2026-05-10 14:49:00,Domingo,14,Tarjeta,27,4,4,Combo Godin (3 Tacos + Refresco),Combos,1,120.0,45.0,120.0,45.0,75.0,Tortillas de Maiz,Critico
186,2026-05-10 14:49:00,Domingo,14,Tarjeta,27,4,7,Volcan de Queso y Asada,Complementos,1,50.0,18.0,50.0,18.0,32.0,Queso Asadero,Optimo
186,2026-05-10 14:49:00,Domingo,14,Tarjeta,27,4,5,Coca Cola 600ml,Bebidas,2,30.0,12.0,60.0,24.0,36.0,Coca Cola 600ml,Optimo
187,2026-05-10 14:53:00,Domingo,14,Efectivo,19,5,10,Cerveza Nacional,Bebidas,1,45.0,20.0,45.0,20.0,25.0,Cerveza Nacional,Critico
187,2026-05-10 14:53:00,Domingo,14,Efectivo,19,5,2,Taco de Asada,Platillos,1,40.0,15.0,40.0,15.0,25.0,Carne de Res (Asada),Optimo
188,2026-05-10 15:14:00,Domingo,15,Transferencia,32,3,2,Taco de Asada,Platillos,4,40.0,15.0,160.0,60.0,100.0,Carne de Res (Asada),Optimo
188,2026-05-10 15:14:00,Domingo,15,Transferencia,32,3,9,Orden de Guacamole,Complementos,1,55.0,15.0,55.0,15.0,40.0,Aguacate,Critico
188,2026-05-10 15:14:00,Domingo,15,Transferencia,32,3,4,Combo Godin (3 Tacos + Refresco),Combos,4,120.0,45.0,480.0,180.0,300.0,Tortillas de Maiz,Critico
189,2026-05-10 20:50:00,Domingo,20,Efectivo,27,2,1,Taco de Cochinita,Platillos,2,35.0,12.5,70.0,25.0,45.0,Carne de Cerdo (Cochinita),Critico
189,2026-05-10 20:50:00,Domingo,20,Efectivo,27,2,4,Combo Godin (3 Tacos + Refresco),Combos,1,120.0,45.0,120.0,45.0,75.0,Tortillas de Maiz,Critico
189,2026-05-10 20:50:00,Domingo,20,Efectivo,27,2,5,Coca Cola 600ml,Bebidas,2,30.0,12.0,60.0,24.0,36.0,Coca Cola 600ml,Optimo
190,2026-05-11 14:12:00,Lunes,14,Transferencia,22,5,4,Combo Godin (3 Tacos + Refresco),Combos,1,120.0,45.0,120.0,45.0,75.0,Tortillas de Maiz,Critico
190,2026-05-11 14:12:00,Lunes,14,Transferencia,22,5,10,Cerveza Nacional,Bebidas,1,45.0,20.0,45.0,20.0,25.0,Cerveza Nacional,Critico
190,2026-05-11 14:12:00,Lunes,14,Transferencia,22,5,2,Taco de Asada,Platillos,1,40.0,15.0,40.0,15.0,25.0,Carne de Res (Asada),Optimo
191,2026-05-11 14:24:00,Lunes,14,Tarjeta,22,5,2,Taco de Asada,Platillos,1,40.0,15.0,40.0,15.0,25.0,Carne de Res (Asada),Optimo
191,2026-05-11 14:24:00,Lunes,14,Tarjeta,22,5,7,Volcan de Queso y Asada,Complementos,1,50.0,18.0,50.0,18.0,32.0,Queso Asadero,Optimo
192,2026-05-11 15:32:00,Lunes,15,Tarjeta,26,3,2,Taco de Asada,Platillos,2,40.0,15.0,80.0,30.0,50.0,Carne de Res (Asada),Optimo
192,2026-05-11 15:32:00,Lunes,15,Tarjeta,26,3,3,Torta de Cochinita,Platillos,3,60.0,25.0,180.0,75.0,105.0,Carne de Cerdo (Cochinita),Critico
193,2026-05-11 20:28:00,Lunes,20,Efectivo,20,5,4,Combo Godin (3 Tacos + Refresco),Combos,2,120.0,45.0,240.0,90.0,150.0,Tortillas de Maiz,Critico
194,2026-05-11 22:37:00,Lunes,22,Tarjeta,18,4,2,Taco de Asada,Platillos,1,40.0,15.0,40.0,15.0,25.0,Carne de Res (Asada),Optimo
194,2026-05-11 22:37:00,Lunes,22,Tarjeta,18,4,9,Orden de Guacamole,Complementos,2,55.0,15.0,110.0,30.0,80.0,Aguacate,Critico
195,2026-05-11 23:16:00,Lunes,23,Tarjeta,15,5,10,Cerveza Nacional,Bebidas,2,45.0,20.0,90.0,40.0,50.0,Cerveza Nacional,Critico
195,2026-05-11 23:16:00,Lunes,23,Tarjeta,15,5,6,Agua de Horchata 1L,Bebidas,1,40.0,10.0,40.0,10.0,30.0,Limon,Critico
196,2026-05-12 13:32:00,Martes,13,Tarjeta,17,4,10,Cerveza Nacional,Bebidas,3,45.0,20.0,135.0,60.0,75.0,Cerveza Nacional,Critico
196,2026-05-12 13:32:00,Martes,13,Tarjeta,17,4,8,Flan Napolitano,Postres,1,45.0,12.0,45.0,12.0,33.0,Flan Base Repostera,Optimo
197,2026-05-12 14:00:00,Martes,14,Efectivo,25,4,7,Volcan de Queso y Asada,Complementos,2,50.0,18.0,100.0,36.0,64.0,Queso Asadero,Optimo
197,2026-05-12 14:00:00,Martes,14,Efectivo,25,4,10,Cerveza Nacional,Bebidas,1,45.0,20.0,45.0,20.0,25.0,Cerveza Nacional,Critico
197,2026-05-12 14:00:00,Martes,14,Efectivo,25,4,1,Taco de Cochinita,Platillos,1,35.0,12.5,35.0,12.5,22.5,Carne de Cerdo (Cochinita),Critico
198,2026-05-12 15:01:00,Martes,15,Efectivo,24,5,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
198,2026-05-12 15:01:00,Martes,15,Efectivo,24,5,6,Agua de Horchata 1L,Bebidas,2,40.0,10.0,80.0,20.0,60.0,Limon,Critico
199,2026-05-12 16:21:00,Martes,16,Tarjeta,14,4,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
200,2026-05-12 20:19:00,Martes,20,Efectivo,25,4,4,Combo Godin (3 Tacos + Refresco),Combos,2,120.0,45.0,240.0,90.0,150.0,Tortillas de Maiz,Critico
200,2026-05-12 20:19:00,Martes,20,Efectivo,25,4,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
201,2026-05-12 21:52:00,Martes,21,Tarjeta,22,4,6,Agua de Horchata 1L,Bebidas,3,40.0,10.0,120.0,30.0,90.0,Limon,Critico
201,2026-05-12 21:52:00,Martes,21,Tarjeta,22,4,5,Coca Cola 600ml,Bebidas,1,30.0,12.0,30.0,12.0,18.0,Coca Cola 600ml,Optimo
202,2026-05-12 21:58:00,Martes,21,Transferencia,23,4,6,Agua de Horchata 1L,Bebidas,1,40.0,10.0,40.0,10.0,30.0,Limon,Critico
203,2026-05-13 14:40:00,Miercoles,14,Tarjeta,29,5,8,Flan Napolitano,Postres,1,45.0,12.0,45.0,12.0,33.0,Flan Base Repostera,Optimo
203,2026-05-13 14:40:00,Miercoles,14,Tarjeta,29,5,2,Taco de Asada,Platillos,3,40.0,15.0,120.0,45.0,75.0,Carne de Res (Asada),Optimo
204,2026-05-13 15:56:00,Miercoles,15,Efectivo,23,4,2,Taco de Asada,Platillos,1,40.0,15.0,40.0,15.0,25.0,Carne de Res (Asada),Optimo
204,2026-05-13 15:56:00,Miercoles,15,Efectivo,23,4,9,Orden de Guacamole,Complementos,1,55.0,15.0,55.0,15.0,40.0,Aguacate,Critico
205,2026-05-13 20:30:00,Miercoles,20,Transferencia,23,5,9,Orden de Guacamole,Complementos,2,55.0,15.0,110.0,30.0,80.0,Aguacate,Critico
205,2026-05-13 20:30:00,Miercoles,20,Transferencia,23,5,10,Cerveza Nacional,Bebidas,2,45.0,20.0,90.0,40.0,50.0,Cerveza Nacional,Critico
206,2026-05-14 13:50:00,Jueves,13,Tarjeta,15,4,9,Orden de Guacamole,Complementos,1,55.0,15.0,55.0,15.0,40.0,Aguacate,Critico
206,2026-05-14 13:50:00,Jueves,13,Tarjeta,15,4,3,Torta de Cochinita,Platillos,2,60.0,25.0,120.0,50.0,70.0,Carne de Cerdo (Cochinita),Critico
207,2026-05-14 14:11:00,Jueves,14,Tarjeta,18,5,7,Volcan de Queso y Asada,Complementos,2,50.0,18.0,100.0,36.0,64.0,Queso Asadero,Optimo
208,2026-05-14 15:26:00,Jueves,15,Efectivo,19,4,9,Orden de Guacamole,Complementos,1,55.0,15.0,55.0,15.0,40.0,Aguacate,Critico
208,2026-05-14 15:26:00,Jueves,15,Efectivo,19,4,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
209,2026-05-14 16:20:00,Jueves,16,Tarjeta,13,5,5,Coca Cola 600ml,Bebidas,3,30.0,12.0,90.0,36.0,54.0,Coca Cola 600ml,Optimo
210,2026-05-14 22:31:00,Jueves,22,Transferencia,16,5,9,Orden de Guacamole,Complementos,3,55.0,15.0,165.0,45.0,120.0,Aguacate,Critico
211,2026-05-14 22:35:00,Jueves,22,Transferencia,17,5,10,Cerveza Nacional,Bebidas,2,45.0,20.0,90.0,40.0,50.0,Cerveza Nacional,Critico
211,2026-05-14 22:35:00,Jueves,22,Transferencia,17,5,9,Orden de Guacamole,Complementos,2,55.0,15.0,110.0,30.0,80.0,Aguacate,Critico
212,2026-05-15 12:04:00,Viernes,12,Transferencia,16,5,5,Coca Cola 600ml,Bebidas,2,30.0,12.0,60.0,24.0,36.0,Coca Cola 600ml,Optimo
213,2026-05-15 13:26:00,Viernes,13,Tarjeta,21,5,6,Agua de Horchata 1L,Bebidas,1,40.0,10.0,40.0,10.0,30.0,Limon,Critico
213,2026-05-15 13:26:00,Viernes,13,Tarjeta,21,5,7,Volcan de Queso y Asada,Complementos,1,50.0,18.0,50.0,18.0,32.0,Queso Asadero,Optimo
213,2026-05-15 13:26:00,Viernes,13,Tarjeta,21,5,9,Orden de Guacamole,Complementos,1,55.0,15.0,55.0,15.0,40.0,Aguacate,Critico
214,2026-05-15 15:43:00,Viernes,15,Tarjeta,24,4,8,Flan Napolitano,Postres,2,45.0,12.0,90.0,24.0,66.0,Flan Base Repostera,Optimo
215,2026-05-15 20:00:00,Viernes,20,Tarjeta,23,3,4,Combo Godin (3 Tacos + Refresco),Combos,2,120.0,45.0,240.0,90.0,150.0,Tortillas de Maiz,Critico
215,2026-05-15 20:00:00,Viernes,20,Tarjeta,23,3,6,Agua de Horchata 1L,Bebidas,2,40.0,10.0,80.0,20.0,60.0,Limon,Critico
215,2026-05-15 20:00:00,Viernes,20,Tarjeta,23,3,2,Taco de Asada,Platillos,1,40.0,15.0,40.0,15.0,25.0,Carne de Res (Asada),Optimo
216,2026-05-15 20:40:00,Viernes,20,Tarjeta,20,5,7,Volcan de Queso y Asada,Complementos,2,50.0,18.0,100.0,36.0,64.0,Queso Asadero,Optimo
216,2026-05-15 20:40:00,Viernes,20,Tarjeta,20,5,5,Coca Cola 600ml,Bebidas,2,30.0,12.0,60.0,24.0,36.0,Coca Cola 600ml,Optimo
217,2026-05-16 12:08:00,Sabado,12,Efectivo,22,4,1,Taco de Cochinita,Platillos,1,35.0,12.5,35.0,12.5,22.5,Carne de Cerdo (Cochinita),Critico
217,2026-05-16 12:08:00,Sabado,12,Efectivo,22,4,4,Combo Godin (3 Tacos + Refresco),Combos,4,120.0,45.0,480.0,180.0,300.0,Tortillas de Maiz,Critico
217,2026-05-16 12:08:00,Sabado,12,Efectivo,22,4,10,Cerveza Nacional,Bebidas,2,45.0,20.0,90.0,40.0,50.0,Cerveza Nacional,Critico
218,2026-05-16 14:17:00,Sabado,14,Efectivo,33,3,6,Agua de Horchata 1L,Bebidas,3,40.0,10.0,120.0,30.0,90.0,Limon,Critico
218,2026-05-16 14:17:00,Sabado,14,Efectivo,33,3,2,Taco de Asada,Platillos,1,40.0,15.0,40.0,15.0,25.0,Carne de Res (Asada),Optimo
218,2026-05-16 14:17:00,Sabado,14,Efectivo,33,3,7,Volcan de Queso y Asada,Complementos,2,50.0,18.0,100.0,36.0,64.0,Queso Asadero,Optimo
218,2026-05-16 14:17:00,Sabado,14,Efectivo,33,3,5,Coca Cola 600ml,Bebidas,2,30.0,12.0,60.0,24.0,36.0,Coca Cola 600ml,Optimo
218,2026-05-16 14:17:00,Sabado,14,Efectivo,33,3,8,Flan Napolitano,Postres,2,45.0,12.0,90.0,24.0,66.0,Flan Base Repostera,Optimo
219,2026-05-16 14:34:00,Sabado,14,Tarjeta,32,5,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
219,2026-05-16 14:34:00,Sabado,14,Tarjeta,32,5,8,Flan Napolitano,Postres,1,45.0,12.0,45.0,12.0,33.0,Flan Base Repostera,Optimo
219,2026-05-16 14:34:00,Sabado,14,Tarjeta,32,5,7,Volcan de Queso y Asada,Complementos,3,50.0,18.0,150.0,54.0,96.0,Queso Asadero,Optimo
219,2026-05-16 14:34:00,Sabado,14,Tarjeta,32,5,4,Combo Godin (3 Tacos + Refresco),Combos,1,120.0,45.0,120.0,45.0,75.0,Tortillas de Maiz,Critico
220,2026-05-16 15:28:00,Sabado,15,Efectivo,27,4,4,Combo Godin (3 Tacos + Refresco),Combos,2,120.0,45.0,240.0,90.0,150.0,Tortillas de Maiz,Critico
220,2026-05-16 15:28:00,Sabado,15,Efectivo,27,4,9,Orden de Guacamole,Complementos,1,55.0,15.0,55.0,15.0,40.0,Aguacate,Critico
220,2026-05-16 15:28:00,Sabado,15,Efectivo,27,4,5,Coca Cola 600ml,Bebidas,2,30.0,12.0,60.0,24.0,36.0,Coca Cola 600ml,Optimo
221,2026-05-16 16:06:00,Sabado,16,Tarjeta,12,5,10,Cerveza Nacional,Bebidas,1,45.0,20.0,45.0,20.0,25.0,Cerveza Nacional,Critico
222,2026-05-16 20:17:00,Sabado,20,Tarjeta,22,5,6,Agua de Horchata 1L,Bebidas,1,40.0,10.0,40.0,10.0,30.0,Limon,Critico
222,2026-05-16 20:17:00,Sabado,20,Tarjeta,22,5,1,Taco de Cochinita,Platillos,1,35.0,12.5,35.0,12.5,22.5,Carne de Cerdo (Cochinita),Critico
223,2026-05-16 20:58:00,Sabado,20,Efectivo,15,5,4,Combo Godin (3 Tacos + Refresco),Combos,1,120.0,45.0,120.0,45.0,75.0,Tortillas de Maiz,Critico
224,2026-05-16 21:07:00,Sabado,21,Tarjeta,31,5,1,Taco de Cochinita,Platillos,2,35.0,12.5,70.0,25.0,45.0,Carne de Cerdo (Cochinita),Critico
224,2026-05-16 21:07:00,Sabado,21,Tarjeta,31,5,10,Cerveza Nacional,Bebidas,1,45.0,20.0,45.0,20.0,25.0,Cerveza Nacional,Critico
224,2026-05-16 21:07:00,Sabado,21,Tarjeta,31,5,8,Flan Napolitano,Postres,1,45.0,12.0,45.0,12.0,33.0,Flan Base Repostera,Optimo
224,2026-05-16 21:07:00,Sabado,21,Tarjeta,31,5,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
224,2026-05-16 21:07:00,Sabado,21,Tarjeta,31,5,6,Agua de Horchata 1L,Bebidas,2,40.0,10.0,80.0,20.0,60.0,Limon,Critico
225,2026-05-16 21:11:00,Sabado,21,Efectivo,15,5,5,Coca Cola 600ml,Bebidas,2,30.0,12.0,60.0,24.0,36.0,Coca Cola 600ml,Optimo
226,2026-05-16 21:20:00,Sabado,21,Tarjeta,31,5,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
226,2026-05-16 21:20:00,Sabado,21,Tarjeta,31,5,4,Combo Godin (3 Tacos + Refresco),Combos,1,120.0,45.0,120.0,45.0,75.0,Tortillas de Maiz,Critico
226,2026-05-16 21:20:00,Sabado,21,Tarjeta,31,5,10,Cerveza Nacional,Bebidas,1,45.0,20.0,45.0,20.0,25.0,Cerveza Nacional,Critico
226,2026-05-16 21:20:00,Sabado,21,Tarjeta,31,5,8,Flan Napolitano,Postres,2,45.0,12.0,90.0,24.0,66.0,Flan Base Repostera,Optimo
227,2026-05-16 21:46:00,Sabado,21,Efectivo,20,4,6,Agua de Horchata 1L,Bebidas,1,40.0,10.0,40.0,10.0,30.0,Limon,Critico
227,2026-05-16 21:46:00,Sabado,21,Efectivo,20,4,1,Taco de Cochinita,Platillos,2,35.0,12.5,70.0,25.0,45.0,Carne de Cerdo (Cochinita),Critico
228,2026-05-16 21:54:00,Sabado,21,Tarjeta,25,3,9,Orden de Guacamole,Complementos,1,55.0,15.0,55.0,15.0,40.0,Aguacate,Critico
228,2026-05-16 21:54:00,Sabado,21,Tarjeta,25,3,2,Taco de Asada,Platillos,1,40.0,15.0,40.0,15.0,25.0,Carne de Res (Asada),Optimo
228,2026-05-16 21:54:00,Sabado,21,Tarjeta,25,3,1,Taco de Cochinita,Platillos,2,35.0,12.5,70.0,25.0,45.0,Carne de Cerdo (Cochinita),Critico
229,2026-05-16 22:01:00,Sabado,22,Tarjeta,26,3,5,Coca Cola 600ml,Bebidas,2,30.0,12.0,60.0,24.0,36.0,Coca Cola 600ml,Optimo
229,2026-05-16 22:01:00,Sabado,22,Tarjeta,26,3,4,Combo Godin (3 Tacos + Refresco),Combos,2,120.0,45.0,240.0,90.0,150.0,Tortillas de Maiz,Critico
229,2026-05-16 22:01:00,Sabado,22,Tarjeta,26,3,6,Agua de Horchata 1L,Bebidas,1,40.0,10.0,40.0,10.0,30.0,Limon,Critico
229,2026-05-16 22:01:00,Sabado,22,Tarjeta,26,3,1,Taco de Cochinita,Platillos,2,35.0,12.5,70.0,25.0,45.0,Carne de Cerdo (Cochinita),Critico
229,2026-05-16 22:01:00,Sabado,22,Tarjeta,26,3,9,Orden de Guacamole,Complementos,1,55.0,15.0,55.0,15.0,40.0,Aguacate,Critico
230,2026-05-16 23:03:00,Sabado,23,Tarjeta,20,5,10,Cerveza Nacional,Bebidas,1,45.0,20.0,45.0,20.0,25.0,Cerveza Nacional,Critico
230,2026-05-16 23:03:00,Sabado,23,Tarjeta,20,5,7,Volcan de Queso y Asada,Complementos,2,50.0,18.0,100.0,36.0,64.0,Queso Asadero,Optimo
230,2026-05-16 23:03:00,Sabado,23,Tarjeta,20,5,8,Flan Napolitano,Postres,3,45.0,12.0,135.0,36.0,99.0,Flan Base Repostera,Optimo
231,2026-05-16 23:36:00,Sabado,23,Efectivo,21,5,1,Taco de Cochinita,Platillos,2,35.0,12.5,70.0,25.0,45.0,Carne de Cerdo (Cochinita),Critico
231,2026-05-16 23:36:00,Sabado,23,Efectivo,21,5,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
231,2026-05-16 23:36:00,Sabado,23,Efectivo,21,5,4,Combo Godin (3 Tacos + Refresco),Combos,2,120.0,45.0,240.0,90.0,150.0,Tortillas de Maiz,Critico
232,2026-05-17 15:31:00,Domingo,15,Tarjeta,26,5,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
233,2026-05-17 16:28:00,Domingo,16,Efectivo,12,5,8,Flan Napolitano,Postres,1,45.0,12.0,45.0,12.0,33.0,Flan Base Repostera,Optimo
234,2026-05-17 16:32:00,Domingo,16,Tarjeta,21,5,2,Taco de Asada,Platillos,2,40.0,15.0,80.0,30.0,50.0,Carne de Res (Asada),Optimo
234,2026-05-17 16:32:00,Domingo,16,Tarjeta,21,5,10,Cerveza Nacional,Bebidas,1,45.0,20.0,45.0,20.0,25.0,Cerveza Nacional,Critico
234,2026-05-17 16:32:00,Domingo,16,Tarjeta,21,5,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
235,2026-05-17 18:27:00,Domingo,18,Tarjeta,17,5,2,Taco de Asada,Platillos,3,40.0,15.0,120.0,45.0,75.0,Carne de Res (Asada),Optimo
235,2026-05-17 18:27:00,Domingo,18,Tarjeta,17,5,4,Combo Godin (3 Tacos + Refresco),Combos,2,120.0,45.0,240.0,90.0,150.0,Tortillas de Maiz,Critico
236,2026-05-17 21:52:00,Domingo,21,Tarjeta,21,5,3,Torta de Cochinita,Platillos,2,60.0,25.0,120.0,50.0,70.0,Carne de Cerdo (Cochinita),Critico
237,2026-05-17 22:01:00,Domingo,22,Efectivo,21,4,5,Coca Cola 600ml,Bebidas,1,30.0,12.0,30.0,12.0,18.0,Coca Cola 600ml,Optimo
237,2026-05-17 22:01:00,Domingo,22,Efectivo,21,4,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
237,2026-05-17 22:01:00,Domingo,22,Efectivo,21,4,2,Taco de Asada,Platillos,2,40.0,15.0,80.0,30.0,50.0,Carne de Res (Asada),Optimo
238,2026-05-17 22:57:00,Domingo,22,Efectivo,25,5,7,Volcan de Queso y Asada,Complementos,1,50.0,18.0,50.0,18.0,32.0,Queso Asadero,Optimo
238,2026-05-17 22:57:00,Domingo,22,Efectivo,25,5,2,Taco de Asada,Platillos,1,40.0,15.0,40.0,15.0,25.0,Carne de Res (Asada),Optimo
238,2026-05-17 22:57:00,Domingo,22,Efectivo,25,5,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
238,2026-05-17 22:57:00,Domingo,22,Efectivo,25,5,8,Flan Napolitano,Postres,3,45.0,12.0,135.0,36.0,99.0,Flan Base Repostera,Optimo
238,2026-05-17 22:57:00,Domingo,22,Efectivo,25,5,1,Taco de Cochinita,Platillos,1,35.0,12.5,35.0,12.5,22.5,Carne de Cerdo (Cochinita),Critico
239,2026-05-18 13:53:00,Lunes,13,Efectivo,19,5,3,Torta de Cochinita,Platillos,2,60.0,25.0,120.0,50.0,70.0,Carne de Cerdo (Cochinita),Critico
239,2026-05-18 13:53:00,Lunes,13,Efectivo,19,5,1,Taco de Cochinita,Platillos,1,35.0,12.5,35.0,12.5,22.5,Carne de Cerdo (Cochinita),Critico
